scheme_code,scheme_name,fund_house,scheme_category,raw_json,source_file,processed_timestamp
140059,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152906,SBI Nifty 500 Index Fund- Regular Plan- Growth,,,INF200KB1357,fund_master.csv,2026-06-03T08:25:50Z
154213,Capitalmind Multi Asset Allocation Fund-Regular-IDCW,,,INF226401091,fund_master.csv,2026-06-03T08:25:50Z
127860,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Dividend (Payout) Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139984,UTI FTIF Series XXV-VII (1097 Days)- Regular Plan - Flexi Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123646,UTI Annual Interval Fund - I - Direct Plan - Growth Option,,,INF789F01VW8,fund_master.csv,2026-06-03T08:25:50Z
122383,JPMorgan India Fixed Maturity Plan - Series 20 - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122255,SBI DEBT FUND SERIES - 366 DAYS - 26 - REGULAR PLAN - DIVIDEND,,,,fund_master.csv,2026-06-03T08:25:50Z
122207,DWS Ultra Short Term Fund - Monthly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
127958,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-REGULAR PLAN-DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
123609,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Direct Plan-Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122368,UTI FTIF Series XV -I (368 DAYS) - Quarterly Div Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141545,Axis Nifty 50 ETF,,,INF846K01W98,fund_master.csv,2026-06-03T08:25:50Z
123725,Religare Invesco Fixed Maturity Plan - Series XX - Plan A (90 Days) - Direct Plan - Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154279,Mirae Asset Silver ETF FOF - Direct Plan - Growth,,,INF769K01QS8,fund_master.csv,2026-06-03T08:25:50Z
139963,Nippon India Fixed Horizon Fund XXXI- Series 15-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123704,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,,,INF666M01AC0,fund_master.csv,2026-06-03T08:25:50Z
105232,Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122286,BNP Paribas Capital Protection Oriented Fund - Direct Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
143029,Kotak FMP Series 223-Direct Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
142916,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 9 - DIRECT Plan - IDCW Option,,,,fund_master.csv,2026-06-03T08:25:50Z
140060,ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152933,ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - IDCW,,,INF109KC15X7,fund_master.csv,2026-06-03T08:25:50Z
141356,ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122332,HDFC FMP 405D April 2013 (1)-Regular Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122172,HDFC FMP 366D April 2013 (1)-Direct Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122256,SBI DEBT FUND SERIES - 366 DAYS - 26 - REGULAR PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
122134,L&T FMP - VII (March367D B) - Dividend Payout - Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
122208,DWS Ultra Short Term Fund - Direct Plan - Monthly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
122384,JPMorgan India Fixed Maturity Plan - Series 20 - Regular Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139985,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123647,SBI DEBT FUND SERIES - 36 MONTHS - 4 - DIRECT PLAN - DIVIDEND,,,,fund_master.csv,2026-06-03T08:25:50Z
152907,SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW),,,INF200KB1365,fund_master.csv,2026-06-03T08:25:50Z
154214,Abakkus Small Cap Fund - Regular  Plan - Growth,,,INF2JJD01185,fund_master.csv,2026-06-03T08:25:50Z
127861,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
154280,Mirae Asset Silver ETF FOF - Direct Plan - IDCW,,,INF769K01QT6,fund_master.csv,2026-06-03T08:25:50Z
127959,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-REGULAR PLAN-GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
139964,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123705,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AG1,fund_master.csv,2026-06-03T08:25:50Z
142917,Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth-Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
123610,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Normal Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
122369,UTI FTIF Series XV -I (368 DAYS) - Growth Option - Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
141550,Nippon India Fixed Horizon Fund XXXIV- Series 7- Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123726,Religare Invesco Fixed Maturity Plan - Series XX - Plan A (90 Days) - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141357,ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139986,UTI Capital Protection Oriented Scheme Series VIII-III (1281Days) - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
140061,DSP Dual Advantage Fund - Series 49 - 42M - Regular - Dividend Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
105233,Reliance Liquid Plus Fund-Retail Plan Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143030,Kotak FMP Series 223-Regular Plan-Payout of Income Distribution cum capital withdrawal Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152934,ICICI Prudential Nifty200 Value 30 Index Fund - Growth,,,INF109KC10X8,fund_master.csv,2026-06-03T08:25:50Z
122385,JPMorgan India Fixed Maturity Plan - Series 20 - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122288,BNP Paribas Capital Protection Oriented Fund - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122257,DHFL Pramerica Liquid Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122173,HDFC FMP 366D April 2013 (1)-Direct Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122209,DWS Treasury Fund - Cash Plan - Monthly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
122333,HDFC FMP 405D April 2013 (1)-Regular Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122135,L&T FMP - VII (March367D B) - Growth - Direct Plan,,,,fund_master.csv,2026-06-03T08:25:50Z
123706,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AH9,fund_master.csv,2026-06-03T08:25:50Z
139965,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154281,Mirae Asset Silver ETF FOF - Regular Plan - Growth,,,INF769K01QP4,fund_master.csv,2026-06-03T08:25:50Z
154215,Abakkus Small Cap Fund - Direct Plan - Growth,,,INF2JJD01177,fund_master.csv,2026-06-03T08:25:50Z
123649,SBI DEBT FUND SERIES - 36 MONTHS - 4 - DIRECT PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
127960,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-DIRECT PLAN-DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
152908,SBI Nifty 500 Index Fund- Direct Plan- Growth,,,INF200KB1381,fund_master.csv,2026-06-03T08:25:50Z
141358,ICICI Prudential Fixed Maturity Plan - Series 81 - 1178 Days Plan H - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123611,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
141551,Nippon India Fixed Horizon Fund XXXIV- Series 7- Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
142918,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - IDCW ,,,,fund_master.csv,2026-06-03T08:25:50Z
123727,Religare Invesco Fixed Maturity Plan - Series XX - Plan A (90 Days) - Direct Plan - Growth option,,,,fund_master.csv,2026-06-03T08:25:50Z
127862,L&T FMP Series X - Plan M (1520 days) - Direct Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122386,JPMorgan India Fixed Maturity Plan - Series 20 - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143031,Kotak FMP Series 223-Regular Plan-Growth option,,,,fund_master.csv,2026-06-03T08:25:50Z
152935,ICICI Prudential Nifty200 Value 30 Index Fund - IDCW,,,INF109KC12X4,fund_master.csv,2026-06-03T08:25:50Z
139987,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Direct Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
140062,DSP Dual Advantage Fund - Series 49 - 42M - Regular - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
105234,Reliance Liquid Plus Fund-Retail Plan Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122210,DWS Treasury Fund - Cash Plan - Direct Plan - Monthly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
122334,HDFC FMP 405D April 2013 (1)-Direct Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122258,DHFL Pramerica Liquid Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
142919,Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct,,,,fund_master.csv,2026-06-03T08:25:50Z
122289,BNP Paribas Government Securities Fund - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122174,HDFC FMP 366D April 2013 (1)-Direct Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123728,SBI DEBT FUND SERIES - 366 DAYS - 37 - DIRECT PLAN - DIVIDEND,,,,fund_master.csv,2026-06-03T08:25:50Z
141552,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan- Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154216,Mirae Asset Nifty Metal ETF FOF - Direct Plan - Growth,,,INF769K01QM1,fund_master.csv,2026-06-03T08:25:50Z
154282,Mirae Asset Silver ETF FOF - Regular Plan - IDCW,,,INF769K01QQ2,fund_master.csv,2026-06-03T08:25:50Z
123650,SBI DEBT FUND SERIES - 36 MONTHS - 4 - REGULAR PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
122387,Motilal Oswal Focused Fund - Regular Plan Growth Option,,,INF247L01155,fund_master.csv,2026-06-03T08:25:50Z
139966,Nippon India Fixed Horizon Fund XXXI- Series 15- Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122138,LIC NOMURA MF FIXED MATURITY PLAN SERIES 61 - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
141365,Kotak FMP Series 204-Regular Plan-Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122290,BNP Paribas Government Securities Fund -Monthly dividend option,,,,fund_master.csv,2026-06-03T08:25:50Z
127961,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-DIRECT PLAN-GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
123612,Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Quarterly Dividend,,,,fund_master.csv,2026-06-03T08:25:50Z
152909,SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW),,,INF200KB1399,fund_master.csv,2026-06-03T08:25:50Z
127863,IDFC FTP S-78(1096 Days)_Direct Plan_Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
123707,Groww Short Term Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),,,INF666M01AI7,fund_master.csv,2026-06-03T08:25:50Z
122259,DHFL Pramerica Dynamic Bond Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122211,DWS Cash Opportunities Fund - Direct Plan - Monthly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
152936,ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth,,,INF109KC13X2,fund_master.csv,2026-06-03T08:25:50Z
142920,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days -QTR - IDCW ,,,,fund_master.csv,2026-06-03T08:25:50Z
122175,HDFC FMP 366D April 2013 (1)-Direct Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143032,Kotak FMP Series 223-Direct Plan-Payout of Income Distribution cum capital withdrawal Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139988,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154217,Mirae Asset Nifty Metal ETF FOF - Direct Plan - IDCW,,,INF769K01QO7,fund_master.csv,2026-06-03T08:25:50Z
141553,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
140063,DSP Dual Advantage Fund - Series 49 - 42M - Direct - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
141366,Kotak FMP Series 204-Regular Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123729,SBI DEBT FUND SERIES - 366 DAYS - 37 - DIRECT PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
105235,Reliance Liquid Plus Fund-Retail Plan-Daily Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154283,Groww Nifty PSU Bank Index Fund Direct IDCW,,,INF666M01OI8,fund_master.csv,2026-06-03T08:25:50Z
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,,,INF109KA1CB6,fund_master.csv,2026-06-03T08:25:50Z
139969,IDBI Hybrid Equity Fund Growth Regular,,,,fund_master.csv,2026-06-03T08:25:50Z
122335,HDFC FMP 405D April 2013 (1)-Direct Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152910,Kotak MNC Fund-Direct Plan-Growth,,,INF174KA1TG9,fund_master.csv,2026-06-03T08:25:50Z
122388,Motilal Oswal Focused Fund Regular - IDCW Payout/Reinvestment,,,INF247L01171,fund_master.csv,2026-06-03T08:25:50Z
122139,LIC NOMURA MF FIXED MATURITY PLAN SERIES 61 - DIRECT PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
123613,HDFC FMP 370D August 2013 (3) - Direct Option - Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122260,DHFL Pramerica Dynamic Bond Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127962,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122176,HDFC FMP 366D April 2013 (1)-Regular Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
142921,Franklin India Fixed Maturity Plans- Series 3- Plan D(1132 days)- Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122212,DWS CASH OPPORTUNITIES FUND - Monthly Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152937,TRUSTMF SMALL CAP FUND -DIRECT PLAN-IDCW,,,INF0GCD01826,fund_master.csv,2026-06-03T08:25:50Z
139989,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,INF903JA1534,fund_master.csv,2026-06-03T08:25:50Z
143033,DSP FMP Series - 227 - 39M - Regular Plan - IDCW - Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
127864,IDFC FTP S-78(1096 Days)_Regular Plan_Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
154218,Mirae Asset Nifty Metal ETF FOF - Regular Plan - Growth,,,INF769K01QJ7,fund_master.csv,2026-06-03T08:25:50Z
122336,HDFC FMP 405D April 2013 (1)-Regular Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141367,Kotak FMP Series 204-Direct Plan-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123652,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW,,,INF109KA1CG5,fund_master.csv,2026-06-03T08:25:50Z
105236,Reliance Liquid Plus Fund-Retail Plan-Weekly Dividend option,,,,fund_master.csv,2026-06-03T08:25:50Z
140065,UTI Capital Protection Oriented Scheme - Series VIII-IV (1996 Days) - Direct Plan - IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
122389,Motilal Oswal Focused Fund - Direct Plan Growth Option,,,INF247L01189,fund_master.csv,2026-06-03T08:25:50Z
154284,Groww Nifty PSU Bank Index Fund Regular Growth,,,INF666M01OK4,fund_master.csv,2026-06-03T08:25:50Z
141558,ICICI Prudential Value Fund - Series 14 - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
127963,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123730,SBI DEBT FUND SERIES - 366 DAYS - 37 - REGULAR PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
122261,DHFL Pramerica Ultra Short Term Bond Fund-Direct Plan-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122177,HDFC FMP 370D April 2013 (1)-Regular Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122291,BNP Paribas Government Securities Fund - Calendar quarterly dividend option,,,,fund_master.csv,2026-06-03T08:25:50Z
152938,TRUSTMF SMALL CAP FUND -REGULAR PLAN- IDCW,,,INF0GCD01792,fund_master.csv,2026-06-03T08:25:50Z
122140,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - DIRECT PLAN - DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
122213,DWS Treasury Fund - Investment - Quarterly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
122337,HDFC FMP 405D April 2013 (1)-Direct Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154219,Mirae Asset Nifty Metal ETF FOF - Regular Plan - IDCW,,,INF769K01QL3,fund_master.csv,2026-06-03T08:25:50Z
127871,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
143034,DSP FMP Series - 227 - 39M - Regular Plan - IDCW - Quarterly Payout,,,,fund_master.csv,2026-06-03T08:25:50Z
139990,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth,,,INF903JA1526,fund_master.csv,2026-06-03T08:25:50Z
142922,Franklin India Fixed Maturity Plans - Series 3 - Plan D 1132 days - QTR Direct - IDCW ,,,,fund_master.csv,2026-06-03T08:25:50Z
152911,Kotak MNC Fund-Direct Plan-IDCW Option,,,INF174KA1TH7,fund_master.csv,2026-06-03T08:25:50Z
141368,Kotak FMP Series 204-Direct Plan-Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123653,ICICI Prudential Global Stable Equity Fund (FOF) - IDCW,,,INF109KA1CD2,fund_master.csv,2026-06-03T08:25:50Z
123614,HDFC FMP 370D August 2013 (3) - Regular Option - Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123731,SBI DEBT FUND SERIES - 366 DAYS - 37 - REGULAR PLAN - DIVIDEND,,,,fund_master.csv,2026-06-03T08:25:50Z
154285,Groww Nifty PSU Bank Index Fund Regular IDCW,,,INF666M01OL2,fund_master.csv,2026-06-03T08:25:50Z
122390,Motilal Oswal Focused Fund Direct - IDCW Payout/Reinvestment,,,INF247L01205,fund_master.csv,2026-06-03T08:25:50Z
140066,UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122214,DWS Treasury Fund - Investment Plan - Direct Plan -  Quarterly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
105237,Reliance Liquid Plus Fund-Retail Plan-Monthly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122178,HDFC FMP 370D April 2013 (1)-Regular Option-Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141559,ICICI Prudential Value Fund - Series 14 - Direct Plan - Cumulative Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122141,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - DIRECT PLAN - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
122393,BNP Paribas Government Securities Fund - Annual dividend option,,,,fund_master.csv,2026-06-03T08:25:50Z
154220,Aditya Birla Sun Life MSCI India ETF,,,INF209KC1662,fund_master.csv,2026-06-03T08:25:50Z
143036,DSP FMP Series - 227 - 39M - Regular Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
123654,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth,,,INF109KA1CE0,fund_master.csv,2026-06-03T08:25:50Z
127872,Tata FMP Series 46 Scheme Q - Direct Plan -Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122338,HDFC FMP 405D April 2013 (1)-Regular Option-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122293,BNP Paribas Government Securities Fund - Half yearly dividend option,,,,fund_master.csv,2026-06-03T08:25:50Z
127965,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Regular Plan - Dividend Payout Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122262,DHFL Pramerica Ultra Short Term Bond Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,,,INF0GCD01800,fund_master.csv,2026-06-03T08:25:50Z
141369,Axis Equity Advantage Fund - Series 1 - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
142923,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) - Direct Plan-Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
123615,HDFC FMP 370D August 2013 (3) - Regular Option - Flexi Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152912,KotaK MNC Fund-Regular Plan-IDCW OPTION,,,INF174KA1TK1,fund_master.csv,2026-06-03T08:25:50Z
139991,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,INF903JA1518,fund_master.csv,2026-06-03T08:25:50Z
154286,Kotak Quality Overseas Equity Omni FOF - Regular Plan - Growth,,,INF174KA1ZL6,fund_master.csv,2026-06-03T08:25:50Z
140067,UTI Capital Protection Oriented Scheme - Series VIII-IV (1996 Days) - Regular Plan - IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
123732,HDFC FMP 1875D August 2013 (1) - Direct Option - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122142,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - DIVIDEND PAYOUT,,,,fund_master.csv,2026-06-03T08:25:50Z
105238,Reliance Liquid Plus Fund-Retail Plan-Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122179,HDFC FMP 370D April 2013 (1)-Direct Option-Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
141560,Sundaram Select Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,,fund_master.csv,2026-06-03T08:25:50Z
123616,HDFC FMP 370D August 2013 (3) - Regular Option - Quarterly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122215,DWS Low Duration Fund - Quarterly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
141370,Axis Equity Advantage Fund - Series 1 - Regular Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152940,TRUSTMF SMALL CAP FUND -REGULAR PLAN-GROWTH,,,INF0GCD01776,fund_master.csv,2026-06-03T08:25:50Z
122339,HDFC FMP 405D April 2013 (1)-Direct Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154221,Groww BSE Hospitals ETF FOF Direct IDCW,,,INF666M01NY7,fund_master.csv,2026-06-03T08:25:50Z
142924,Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 days) -DIRECT - NORMAL IDCW,,,,fund_master.csv,2026-06-03T08:25:50Z
143037,DSP FMP Series - 227 - 39M - Direct Plan - Growth,,,,fund_master.csv,2026-06-03T08:25:50Z
122263,DHFL Pramerica Short Term Income Fund-Bonus Option,,,,fund_master.csv,2026-06-03T08:25:50Z
122400,BNP Paribas Government Securities Fund - Direct Plan - Monthly Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123655,PEERLESS FMP SERIES 3-DIRECT-DIVIDEND,,,,fund_master.csv,2026-06-03T08:25:50Z
127873,Tata FMP Series 46 Scheme Q - Plan A -Dividend Option ( Payout),,,,fund_master.csv,2026-06-03T08:25:50Z
140068,UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Direct Plan - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
139992,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth,,,INF903JA1500,fund_master.csv,2026-06-03T08:25:50Z
122143,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
123733,HDFC FMP 1875D August 2013 (1) - Regular Option - Growth Option,,,,fund_master.csv,2026-06-03T08:25:50Z
154287,Kotak Quality Overseas Equity Omni FOF - Direct Plan - Growth-,,,INF174KA1ZI2,fund_master.csv,2026-06-03T08:25:50Z
105239,Reliance Liquid Plus Fund-Institutional Plan-Daily Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
152913,Kotak MNC Fund-Regular Plan- Growth,,,INF174KA1TJ3,fund_master.csv,2026-06-03T08:25:50Z
122216,DWS Low Duration Fund - Direct Plan -  Quarterly Bonus,,,,fund_master.csv,2026-06-03T08:25:50Z
152941,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,,,INF0R8701269,fund_master.csv,2026-06-03T08:25:50Z
122180,HDFC FMP 370D April 2013 (1)-Direct Option-Dividend Option,,,,fund_master.csv,2026-06-03T08:25:50Z
123656,PEERLESS FMP SERIES 3-DIRECT-GROWTH,,,,fund_master.csv,2026-06-03T08:25:50Z
